text,span_text,span_start,span_end,pii_type,span_label
"Hello,

Just a quick update: Let me know your thoughts. Your details are drago.smith@bank.co.uk.

Thanks,
Ben",drago.smith@bank.co.uk,73,95,EMAIL,0.55
"Hi team,

Below is the item you requested: 0207-123-456

Regards,
Alice",0207-123-456,43,55,PHONE,0.48
"Hi team,

We discussed this in yesterday's meeting. Your details are +447912345678.

Regards,
Alice",+447912345678,69,82,PHONE,0.5
"Dear Customer,

0207-123-456 was provided earlier as part of verification.

Sincerely,
Support",0207-123-456,16,28,PHONE,0.48
"Greetings,

Here is the update for this week. Your details are drago.smith@bank.co.uk.

Cheers,
Admin",drago.smith@bank.co.uk,63,85,EMAIL,0.55
"Dear Customer,

Please review the attached documents. Your details are drago.smith@bank.co.uk.

Sincerely,
Support",drago.smith@bank.co.uk,71,93,EMAIL,0.55
"Greetings,

Customer reported the following: drago.smith@bank.co.uk

Cheers,
Admin",drago.smith@bank.co.uk,45,67,EMAIL,0.55
"Hi team,

test@example.com was provided earlier as part of verification.

Regards,
Alice",test@example.com,10,26,EMAIL,0.45
"Hi team,

Below is the item you requested: 0207-123-456

Regards,
Alice",0207-123-456,43,55,PHONE,0.48
"Greetings,

test@example.com was provided earlier as part of verification.

Cheers,
Admin",test@example.com,12,28,EMAIL,0.45
"Dear Customer,

Customer reported the following: +447912345678

Sincerely,
Support",+447912345678,49,62,PHONE,0.5
"Dear Customer,

We logged the identifier +447912345678 for account review.

Sincerely,
Support",+447912345678,41,54,PHONE,0.5
"Hi team,

drago.smith@bank.co.uk was provided earlier as part of verification.

Regards,
Alice",drago.smith@bank.co.uk,10,32,EMAIL,0.55
"Hello,

Just a quick update: test@example.com was provided earlier as part of verification.

Thanks,
Ben",test@example.com,29,45,EMAIL,0.45
"Greetings,

Customer reported the following: 0207-123-456

Cheers,
Admin",0207-123-456,45,57,PHONE,0.48
"Dear Customer,

Customer reported the following: test@example.com

Sincerely,
Support",test@example.com,49,65,EMAIL,0.45
"Greetings,

We discussed this in yesterday's meeting. Your details are +447912345678.

Cheers,
Admin",+447912345678,71,84,PHONE,0.5
"Hello,

Just a quick update: For onboarding we require test@example.com.

Thanks,
Ben",test@example.com,55,71,EMAIL,0.45
"Hello,

Just a quick update: test@example.com was provided earlier as part of verification.

Thanks,
Ben",test@example.com,29,45,EMAIL,0.45
"Hello,

Just a quick update: Customer reported the following: test@example.com

Thanks,
Ben",test@example.com,62,78,EMAIL,0.45
"Dear Customer,

test@example.com was provided earlier as part of verification.

Sincerely,
Support",test@example.com,16,32,EMAIL,0.45
"Greetings,

Below is the item you requested: test@example.com

Cheers,
Admin",test@example.com,45,61,EMAIL,0.45
"Hi team,

Here is the update for this week. Your details are drago.smith@bank.co.uk.

Regards,
Alice",drago.smith@bank.co.uk,61,83,EMAIL,0.55
"Hi team,

Please review the attached documents. Your details are drago.smith@bank.co.uk.

Regards,
Alice",drago.smith@bank.co.uk,65,87,EMAIL,0.55
"Hello,

Just a quick update: Customer reported the following: drago.smith@bank.co.uk

Thanks,
Ben",drago.smith@bank.co.uk,62,84,EMAIL,0.55
"Hi team,

Below is the item you requested: +447912345678

Regards,
Alice",+447912345678,43,56,PHONE,0.5
"Hi team,

Please review the attached documents. Your details are +447912345678.

Regards,
Alice",+447912345678,65,78,PHONE,0.5
"Greetings,

Let me know your thoughts. Your details are drago.smith@bank.co.uk.

Cheers,
Admin",drago.smith@bank.co.uk,56,78,EMAIL,0.55
"Hi team,

Customer reported the following: +447912345678

Regards,
Alice",+447912345678,43,56,PHONE,0.5
"Hello,

Just a quick update: Customer reported the following: test@example.com

Thanks,
Ben",test@example.com,62,78,EMAIL,0.45
"Greetings,

Customer reported the following: 0207-123-456

Cheers,
Admin",0207-123-456,45,57,PHONE,0.48
"Hello,

Just a quick update: 0207-123-456 was provided earlier as part of verification.

Thanks,
Ben",0207-123-456,29,41,PHONE,0.48
"Dear Customer,

Customer reported the following: drago.smith@bank.co.uk

Sincerely,
Support",drago.smith@bank.co.uk,49,71,EMAIL,0.55
"Hi team,

Below is the item you requested: drago.smith@bank.co.uk

Regards,
Alice",drago.smith@bank.co.uk,43,65,EMAIL,0.55
"Dear Customer,

Customer reported the following: drago.smith@bank.co.uk

Sincerely,
Support",drago.smith@bank.co.uk,49,71,EMAIL,0.55
"Hi team,

We logged the identifier 0207-123-456 for account review.

Regards,
Alice",0207-123-456,35,47,PHONE,0.48
"Hello,

Just a quick update: 0207-123-456 was provided earlier as part of verification.

Thanks,
Ben",0207-123-456,29,41,PHONE,0.48
"Hi team,

For onboarding we require drago.smith@bank.co.uk.

Regards,
Alice",drago.smith@bank.co.uk,36,58,EMAIL,0.55
"Greetings,

Customer reported the following: +447912345678

Cheers,
Admin",+447912345678,45,58,PHONE,0.5
"Dear Customer,

We logged the identifier +447912345678 for account review.

Sincerely,
Support",+447912345678,41,54,PHONE,0.5
"Hi team,

Below is the item you requested: drago.smith@bank.co.uk

Regards,
Alice",drago.smith@bank.co.uk,43,65,EMAIL,0.55
"Hi team,

We discussed this in yesterday's meeting. Your details are drago.smith@bank.co.uk.

Regards,
Alice",drago.smith@bank.co.uk,69,91,EMAIL,0.55
"Dear Customer,

0207-123-456 was provided earlier as part of verification.

Sincerely,
Support",0207-123-456,16,28,PHONE,0.48
"Hi team,

For onboarding we require drago.smith@bank.co.uk.

Regards,
Alice",drago.smith@bank.co.uk,36,58,EMAIL,0.55
"Dear Customer,

For onboarding we require drago.smith@bank.co.uk.

Sincerely,
Support",drago.smith@bank.co.uk,42,64,EMAIL,0.55
"Hello,

Just a quick update: Customer reported the following: test@example.com

Thanks,
Ben",test@example.com,62,78,EMAIL,0.45
"Hello,

Just a quick update: +447912345678 was provided earlier as part of verification.

Thanks,
Ben",+447912345678,29,42,PHONE,0.5
"Dear Customer,

Thank you for reaching out. Your details are +447912345678.

Sincerely,
Support",+447912345678,61,74,PHONE,0.5
"Hello,

Just a quick update: +447912345678 was provided earlier as part of verification.

Thanks,
Ben",+447912345678,29,42,PHONE,0.5
"Dear Customer,

Customer reported the following: 0207-123-456

Sincerely,
Support",0207-123-456,49,61,PHONE,0.48
"Hi team,

test@example.com was provided earlier as part of verification.

Regards,
Alice",test@example.com,10,26,EMAIL,0.45
"Hi team,

Customer reported the following: drago.smith@bank.co.uk

Regards,
Alice",drago.smith@bank.co.uk,43,65,EMAIL,0.55
"Dear Customer,

test@example.com was provided earlier as part of verification.

Sincerely,
Support",test@example.com,16,32,EMAIL,0.45
"Dear Customer,

We logged the identifier drago.smith@bank.co.uk for account review.

Sincerely,
Support",drago.smith@bank.co.uk,41,63,EMAIL,0.55
"Hi team,

Below is the item you requested: test@example.com

Regards,
Alice",test@example.com,43,59,EMAIL,0.45
"Hi team,

We logged the identifier drago.smith@bank.co.uk for account review.

Regards,
Alice",drago.smith@bank.co.uk,35,57,EMAIL,0.55
"Dear Customer,

Below is the item you requested: test@example.com

Sincerely,
Support",test@example.com,49,65,EMAIL,0.45
"Dear Customer,

We logged the identifier test@example.com for account review.

Sincerely,
Support",test@example.com,41,57,EMAIL,0.45
"Hello,

Just a quick update: For onboarding we require drago.smith@bank.co.uk.

Thanks,
Ben",drago.smith@bank.co.uk,55,77,EMAIL,0.55
"Dear Customer,

For onboarding we require 0207-123-456.

Sincerely,
Support",0207-123-456,42,54,PHONE,0.48
"Hello,

Just a quick update: +447912345678 was provided earlier as part of verification.

Thanks,
Ben",+447912345678,29,42,PHONE,0.5
"Dear Customer,

0207-123-456 was provided earlier as part of verification.

Sincerely,
Support",0207-123-456,16,28,PHONE,0.48
"Hi team,

Customer reported the following: drago.smith@bank.co.uk

Regards,
Alice",drago.smith@bank.co.uk,43,65,EMAIL,0.55
"Hello,

Just a quick update: We logged the identifier test@example.com for account review.

Thanks,
Ben",test@example.com,54,70,EMAIL,0.45
"Hi team,

drago.smith@bank.co.uk was provided earlier as part of verification.

Regards,
Alice",drago.smith@bank.co.uk,10,32,EMAIL,0.55
"Hi team,

We logged the identifier +447912345678 for account review.

Regards,
Alice",+447912345678,35,48,PHONE,0.5
"Hello,

Just a quick update: For onboarding we require +447912345678.

Thanks,
Ben",+447912345678,55,68,PHONE,0.5
"Greetings,

We logged the identifier +447912345678 for account review.

Cheers,
Admin",+447912345678,37,50,PHONE,0.5
"Hello,

Just a quick update: We logged the identifier drago.smith@bank.co.uk for account review.

Thanks,
Ben",drago.smith@bank.co.uk,54,76,EMAIL,0.55
"Hi team,

Please review the attached documents. Your details are +447912345678.

Regards,
Alice",+447912345678,65,78,PHONE,0.5
"Greetings,

0207-123-456 was provided earlier as part of verification.

Cheers,
Admin",0207-123-456,12,24,PHONE,0.48
"Greetings,

We logged the identifier 0207-123-456 for account review.

Cheers,
Admin",0207-123-456,37,49,PHONE,0.48
"Hi team,

Below is the item you requested: 0207-123-456

Regards,
Alice",0207-123-456,43,55,PHONE,0.48
"Hello,

Just a quick update: Here is the update for this week. Your details are drago.smith@bank.co.uk.

Thanks,
Ben",drago.smith@bank.co.uk,80,102,EMAIL,0.55
"Dear Customer,

We logged the identifier test@example.com for account review.

Sincerely,
Support",test@example.com,41,57,EMAIL,0.45
"Hi team,

We logged the identifier +447912345678 for account review.

Regards,
Alice",+447912345678,35,48,PHONE,0.5
"Greetings,

For onboarding we require drago.smith@bank.co.uk.

Cheers,
Admin",drago.smith@bank.co.uk,38,60,EMAIL,0.55
"Hi team,

Below is the item you requested: test@example.com

Regards,
Alice",test@example.com,43,59,EMAIL,0.45
"Hi team,

For onboarding we require 0207-123-456.

Regards,
Alice",0207-123-456,36,48,PHONE,0.48
"Greetings,

Let me know your thoughts. Your details are drago.smith@bank.co.uk.

Cheers,
Admin",drago.smith@bank.co.uk,56,78,EMAIL,0.55
"Dear Customer,

test@example.com was provided earlier as part of verification.

Sincerely,
Support",test@example.com,16,32,EMAIL,0.45
"Dear Customer,

We logged the identifier 0207-123-456 for account review.

Sincerely,
Support",0207-123-456,41,53,PHONE,0.48
"Hi team,

Customer reported the following: drago.smith@bank.co.uk

Regards,
Alice",drago.smith@bank.co.uk,43,65,EMAIL,0.55
"Hello,

Just a quick update: We logged the identifier 0207-123-456 for account review.

Thanks,
Ben",0207-123-456,54,66,PHONE,0.48
"Greetings,

We logged the identifier test@example.com for account review.

Cheers,
Admin",test@example.com,37,53,EMAIL,0.45
"Hello,

Just a quick update: Please review the attached documents. Your details are 0207-123-456.

Thanks,
Ben",0207-123-456,84,96,PHONE,0.48
"Hello,

Just a quick update: We discussed this in yesterday's meeting. Your details are drago.smith@bank.co.uk.

Thanks,
Ben",drago.smith@bank.co.uk,88,110,EMAIL,0.55
"Hi team,

Customer reported the following: 0207-123-456

Regards,
Alice",0207-123-456,43,55,PHONE,0.48
"Greetings,

We discussed this in yesterday's meeting. Your details are 0207-123-456.

Cheers,
Admin",0207-123-456,71,83,PHONE,0.48
"Hello,

Just a quick update: Customer reported the following: 0207-123-456

Thanks,
Ben",0207-123-456,62,74,PHONE,0.48
"Hello,

Just a quick update: Here is the update for this week. Your details are +447912345678.

Thanks,
Ben",+447912345678,80,93,PHONE,0.5
"Greetings,

We logged the identifier +447912345678 for account review.

Cheers,
Admin",+447912345678,37,50,PHONE,0.5
"Dear Customer,

Thank you for reaching out. Your details are drago.smith@bank.co.uk.

Sincerely,
Support",drago.smith@bank.co.uk,61,83,EMAIL,0.55
"Hi team,

For onboarding we require drago.smith@bank.co.uk.

Regards,
Alice",drago.smith@bank.co.uk,36,58,EMAIL,0.55
"Greetings,

+447912345678 was provided earlier as part of verification.

Cheers,
Admin",+447912345678,12,25,PHONE,0.5
"Greetings,

Customer reported the following: test@example.com

Cheers,
Admin",test@example.com,45,61,EMAIL,0.45
"Hello,

Just a quick update: We logged the identifier 0207-123-456 for account review.

Thanks,
Ben",0207-123-456,54,66,PHONE,0.48
"Greetings,

Below is the item you requested: test@example.com

Cheers,
Admin",test@example.com,45,61,EMAIL,0.45
"Hi team,

drago.smith@bank.co.uk was provided earlier as part of verification.

Regards,
Alice",drago.smith@bank.co.uk,10,32,EMAIL,0.55
"Hello,

Just a quick update: drago.smith@bank.co.uk was provided earlier as part of verification.

Thanks,
Ben",drago.smith@bank.co.uk,29,51,EMAIL,0.55
"Greetings,

For onboarding we require test@example.com.

Cheers,
Admin",test@example.com,38,54,EMAIL,0.45
"Hello,

Just a quick update: Below is the item you requested: 0207-123-456

Thanks,
Ben",0207-123-456,62,74,PHONE,0.48
"Dear Customer,

Please review the attached documents. Your details are +447912345678.

Sincerely,
Support",+447912345678,71,84,PHONE,0.5
"Greetings,

We logged the identifier 0207-123-456 for account review.

Cheers,
Admin",0207-123-456,37,49,PHONE,0.48
"Greetings,

For onboarding we require +447912345678.

Cheers,
Admin",+447912345678,38,51,PHONE,0.5
"Hi team,

0207-123-456 was provided earlier as part of verification.

Regards,
Alice",0207-123-456,10,22,PHONE,0.48
"Hi team,

Below is the item you requested: drago.smith@bank.co.uk

Regards,
Alice",drago.smith@bank.co.uk,43,65,EMAIL,0.55
"Dear Customer,

We logged the identifier test@example.com for account review.

Sincerely,
Support",test@example.com,41,57,EMAIL,0.45
"Dear Customer,

For onboarding we require 0207-123-456.

Sincerely,
Support",0207-123-456,42,54,PHONE,0.48
"Greetings,

0207-123-456 was provided earlier as part of verification.

Cheers,
Admin",0207-123-456,12,24,PHONE,0.48
"Greetings,

Below is the item you requested: +447912345678

Cheers,
Admin",+447912345678,45,58,PHONE,0.5
"Hi team,

We logged the identifier 0207-123-456 for account review.

Regards,
Alice",0207-123-456,35,47,PHONE,0.48
"Hi team,

We logged the identifier drago.smith@bank.co.uk for account review.

Regards,
Alice",drago.smith@bank.co.uk,35,57,EMAIL,0.55
"Hi team,

We logged the identifier +447912345678 for account review.

Regards,
Alice",+447912345678,35,48,PHONE,0.5
"Dear Customer,

For onboarding we require +447912345678.

Sincerely,
Support",+447912345678,42,55,PHONE,0.5
"Hello,

Just a quick update: We logged the identifier test@example.com for account review.

Thanks,
Ben",test@example.com,54,70,EMAIL,0.45
"Dear Customer,

For onboarding we require 0207-123-456.

Sincerely,
Support",0207-123-456,42,54,PHONE,0.48
"Hi team,

Customer reported the following: 0207-123-456

Regards,
Alice",0207-123-456,43,55,PHONE,0.48
"Greetings,

Below is the item you requested: drago.smith@bank.co.uk

Cheers,
Admin",drago.smith@bank.co.uk,45,67,EMAIL,0.55
"Hi team,

+447912345678 was provided earlier as part of verification.

Regards,
Alice",+447912345678,10,23,PHONE,0.5
"Dear Customer,

Customer reported the following: test@example.com

Sincerely,
Support",test@example.com,49,65,EMAIL,0.45
"Hi team,

drago.smith@bank.co.uk was provided earlier as part of verification.

Regards,
Alice",drago.smith@bank.co.uk,10,32,EMAIL,0.55
"Hi team,

Let me know your thoughts. Your details are drago.smith@bank.co.uk.

Regards,
Alice",drago.smith@bank.co.uk,54,76,EMAIL,0.55
"Hi team,

For onboarding we require 0207-123-456.

Regards,
Alice",0207-123-456,36,48,PHONE,0.48
"Dear Customer,

Customer reported the following: drago.smith@bank.co.uk

Sincerely,
Support",drago.smith@bank.co.uk,49,71,EMAIL,0.55
"Hi team,

0207-123-456 was provided earlier as part of verification.

Regards,
Alice",0207-123-456,10,22,PHONE,0.48
"Greetings,

Customer reported the following: +447912345678

Cheers,
Admin",+447912345678,45,58,PHONE,0.5
"Greetings,

Below is the item you requested: drago.smith@bank.co.uk

Cheers,
Admin",drago.smith@bank.co.uk,45,67,EMAIL,0.55
"Dear Customer,

We logged the identifier +447912345678 for account review.

Sincerely,
Support",+447912345678,41,54,PHONE,0.5
"Dear Customer,

Customer reported the following: test@example.com

Sincerely,
Support",test@example.com,49,65,EMAIL,0.45
"Hello,

Just a quick update: test@example.com was provided earlier as part of verification.

Thanks,
Ben",test@example.com,29,45,EMAIL,0.45
"Hello,

Just a quick update: We logged the identifier drago.smith@bank.co.uk for account review.

Thanks,
Ben",drago.smith@bank.co.uk,54,76,EMAIL,0.55
"Hi team,

Customer reported the following: 0207-123-456

Regards,
Alice",0207-123-456,43,55,PHONE,0.48
"Hello,

Just a quick update: Thank you for reaching out. Your details are drago.smith@bank.co.uk.

Thanks,
Ben",drago.smith@bank.co.uk,74,96,EMAIL,0.55
"Dear Customer,

We logged the identifier drago.smith@bank.co.uk for account review.

Sincerely,
Support",drago.smith@bank.co.uk,41,63,EMAIL,0.55
"Greetings,

We logged the identifier +447912345678 for account review.

Cheers,
Admin",+447912345678,37,50,PHONE,0.5
"Dear Customer,

Customer reported the following: 0207-123-456

Sincerely,
Support",0207-123-456,49,61,PHONE,0.48
"Greetings,

Thank you for reaching out. Your details are +447912345678.

Cheers,
Admin",+447912345678,57,70,PHONE,0.5
"Dear Customer,

For onboarding we require test@example.com.

Sincerely,
Support",test@example.com,42,58,EMAIL,0.45
"Dear Customer,

Customer reported the following: +447912345678

Sincerely,
Support",+447912345678,49,62,PHONE,0.5
"Dear Customer,

For onboarding we require test@example.com.

Sincerely,
Support",test@example.com,42,58,EMAIL,0.45
"Dear Customer,

For onboarding we require +447912345678.

Sincerely,
Support",+447912345678,42,55,PHONE,0.5
"Hello,

Just a quick update: Below is the item you requested: +447912345678

Thanks,
Ben",+447912345678,62,75,PHONE,0.5
"Hi team,

Customer reported the following: drago.smith@bank.co.uk

Regards,
Alice",drago.smith@bank.co.uk,43,65,EMAIL,0.55
"Hello,

Just a quick update: For onboarding we require +447912345678.

Thanks,
Ben",+447912345678,55,68,PHONE,0.5
"Dear Customer,

Customer reported the following: 0207-123-456

Sincerely,
Support",0207-123-456,49,61,PHONE,0.48
"Greetings,

Below is the item you requested: 0207-123-456

Cheers,
Admin",0207-123-456,45,57,PHONE,0.48
"Dear Customer,

For onboarding we require drago.smith@bank.co.uk.

Sincerely,
Support",drago.smith@bank.co.uk,42,64,EMAIL,0.55
"Dear Customer,

We logged the identifier 0207-123-456 for account review.

Sincerely,
Support",0207-123-456,41,53,PHONE,0.48
"Hello,

Just a quick update: We discussed this in yesterday's meeting. Your details are drago.smith@bank.co.uk.

Thanks,
Ben",drago.smith@bank.co.uk,88,110,EMAIL,0.55
"Hello,

Just a quick update: For onboarding we require 0207-123-456.

Thanks,
Ben",0207-123-456,55,67,PHONE,0.48
"Dear Customer,

drago.smith@bank.co.uk was provided earlier as part of verification.

Sincerely,
Support",drago.smith@bank.co.uk,16,38,EMAIL,0.55
"Hello,

Just a quick update: Customer reported the following: +447912345678

Thanks,
Ben",+447912345678,62,75,PHONE,0.5
"Dear Customer,

Below is the item you requested: +447912345678

Sincerely,
Support",+447912345678,49,62,PHONE,0.5
"Greetings,

Customer reported the following: +447912345678

Cheers,
Admin",+447912345678,45,58,PHONE,0.5
"Hi team,

test@example.com was provided earlier as part of verification.

Regards,
Alice",test@example.com,10,26,EMAIL,0.45
"Greetings,

We logged the identifier test@example.com for account review.

Cheers,
Admin",test@example.com,37,53,EMAIL,0.45
"Hi team,

0207-123-456 was provided earlier as part of verification.

Regards,
Alice",0207-123-456,10,22,PHONE,0.48
"Dear Customer,

Below is the item you requested: drago.smith@bank.co.uk

Sincerely,
Support",drago.smith@bank.co.uk,49,71,EMAIL,0.55
"Hello,

Just a quick update: For onboarding we require 0207-123-456.

Thanks,
Ben",0207-123-456,55,67,PHONE,0.48
"Hi team,

We logged the identifier drago.smith@bank.co.uk for account review.

Regards,
Alice",drago.smith@bank.co.uk,35,57,EMAIL,0.55
"Dear Customer,

Please review the attached documents. Your details are drago.smith@bank.co.uk.

Sincerely,
Support",drago.smith@bank.co.uk,71,93,EMAIL,0.55
"Dear Customer,

0207-123-456 was provided earlier as part of verification.

Sincerely,
Support",0207-123-456,16,28,PHONE,0.48
"Greetings,

drago.smith@bank.co.uk was provided earlier as part of verification.

Cheers,
Admin",drago.smith@bank.co.uk,12,34,EMAIL,0.55
"Greetings,

Customer reported the following: 0207-123-456

Cheers,
Admin",0207-123-456,45,57,PHONE,0.48
"Greetings,

Please review the attached documents. Your details are 0207-123-456.

Cheers,
Admin",0207-123-456,67,79,PHONE,0.48
"Dear Customer,

We logged the identifier drago.smith@bank.co.uk for account review.

Sincerely,
Support",drago.smith@bank.co.uk,41,63,EMAIL,0.55
"Hi team,

For onboarding we require drago.smith@bank.co.uk.

Regards,
Alice",drago.smith@bank.co.uk,36,58,EMAIL,0.55
"Hello,

Just a quick update: We logged the identifier drago.smith@bank.co.uk for account review.

Thanks,
Ben",drago.smith@bank.co.uk,54,76,EMAIL,0.55
"Hi team,

Below is the item you requested: drago.smith@bank.co.uk

Regards,
Alice",drago.smith@bank.co.uk,43,65,EMAIL,0.55
"Hello,

Just a quick update: Please review the attached documents. Your details are +447912345678.

Thanks,
Ben",+447912345678,84,97,PHONE,0.5
"Dear Customer,

For onboarding we require +447912345678.

Sincerely,
Support",+447912345678,42,55,PHONE,0.5
"Greetings,

We logged the identifier +447912345678 for account review.

Cheers,
Admin",+447912345678,37,50,PHONE,0.5
"Dear Customer,

0207-123-456 was provided earlier as part of verification.

Sincerely,
Support",0207-123-456,16,28,PHONE,0.48
"Hi team,

0207-123-456 was provided earlier as part of verification.

Regards,
Alice",0207-123-456,10,22,PHONE,0.48
"Hello,

Just a quick update: Below is the item you requested: drago.smith@bank.co.uk

Thanks,
Ben",drago.smith@bank.co.uk,62,84,EMAIL,0.55
"Hi team,

For onboarding we require drago.smith@bank.co.uk.

Regards,
Alice",drago.smith@bank.co.uk,36,58,EMAIL,0.55
"Greetings,

Below is the item you requested: test@example.com

Cheers,
Admin",test@example.com,45,61,EMAIL,0.45
"Hi team,

For onboarding we require test@example.com.

Regards,
Alice",test@example.com,36,52,EMAIL,0.45
"Hi team,

Customer reported the following: test@example.com

Regards,
Alice",test@example.com,43,59,EMAIL,0.45
"Greetings,

Below is the item you requested: 0207-123-456

Cheers,
Admin",0207-123-456,45,57,PHONE,0.48
"Greetings,

+447912345678 was provided earlier as part of verification.

Cheers,
Admin",+447912345678,12,25,PHONE,0.5
"Dear Customer,

For onboarding we require test@example.com.

Sincerely,
Support",test@example.com,42,58,EMAIL,0.45
"Dear Customer,

Below is the item you requested: test@example.com

Sincerely,
Support",test@example.com,49,65,EMAIL,0.45
"Greetings,

Below is the item you requested: drago.smith@bank.co.uk

Cheers,
Admin",drago.smith@bank.co.uk,45,67,EMAIL,0.55
"Dear Customer,

Please review the attached documents. Your details are test@example.com.

Sincerely,
Support",test@example.com,71,87,EMAIL,0.45
"Hello,

Just a quick update: 0207-123-456 was provided earlier as part of verification.

Thanks,
Ben",0207-123-456,29,41,PHONE,0.48
"Hello,

Just a quick update: For onboarding we require +447912345678.

Thanks,
Ben",+447912345678,55,68,PHONE,0.5
"Dear Customer,

Let me know your thoughts. Your details are 0207-123-456.

Sincerely,
Support",0207-123-456,60,72,PHONE,0.48
"Hello,

Just a quick update: We logged the identifier 0207-123-456 for account review.

Thanks,
Ben",0207-123-456,54,66,PHONE,0.48
"Hi team,

For onboarding we require drago.smith@bank.co.uk.

Regards,
Alice",drago.smith@bank.co.uk,36,58,EMAIL,0.55
"Hi team,

For onboarding we require test@example.com.

Regards,
Alice",test@example.com,36,52,EMAIL,0.45
"Hello,

Just a quick update: Below is the item you requested: 0207-123-456

Thanks,
Ben",0207-123-456,62,74,PHONE,0.48
"Hi team,

For onboarding we require test@example.com.

Regards,
Alice",test@example.com,36,52,EMAIL,0.45
"Greetings,

We logged the identifier drago.smith@bank.co.uk for account review.

Cheers,
Admin",drago.smith@bank.co.uk,37,59,EMAIL,0.55
"Hi team,

0207-123-456 was provided earlier as part of verification.

Regards,
Alice",0207-123-456,10,22,PHONE,0.48
"Dear Customer,

For onboarding we require test@example.com.

Sincerely,
Support",test@example.com,42,58,EMAIL,0.45
"Greetings,

Please review the attached documents. Your details are +447912345678.

Cheers,
Admin",+447912345678,67,80,PHONE,0.5
"Hi team,

For onboarding we require test@example.com.

Regards,
Alice",test@example.com,36,52,EMAIL,0.45
"Dear Customer,

Customer reported the following: drago.smith@bank.co.uk

Sincerely,
Support",drago.smith@bank.co.uk,49,71,EMAIL,0.55
"Hi team,

We logged the identifier +447912345678 for account review.

Regards,
Alice",+447912345678,35,48,PHONE,0.5
"Hi team,

Customer reported the following: drago.smith@bank.co.uk

Regards,
Alice",drago.smith@bank.co.uk,43,65,EMAIL,0.55
"Dear Customer,

For onboarding we require 0207-123-456.

Sincerely,
Support",0207-123-456,42,54,PHONE,0.48
"Greetings,

Let me know your thoughts. Your details are 0207-123-456.

Cheers,
Admin",0207-123-456,56,68,PHONE,0.48
"Hi team,

Let me know your thoughts. Your details are drago.smith@bank.co.uk.

Regards,
Alice",drago.smith@bank.co.uk,54,76,EMAIL,0.55
"Greetings,

For onboarding we require 0207-123-456.

Cheers,
Admin",0207-123-456,38,50,PHONE,0.48
"Hello,

Just a quick update: Customer reported the following: 0207-123-456

Thanks,
Ben",0207-123-456,62,74,PHONE,0.48
"Hi team,

Customer reported the following: +447912345678

Regards,
Alice",+447912345678,43,56,PHONE,0.5
"Hi team,

Customer reported the following: 0207-123-456

Regards,
Alice",0207-123-456,43,55,PHONE,0.48
"Hi team,

For onboarding we require test@example.com.

Regards,
Alice",test@example.com,36,52,EMAIL,0.45
"Hi team,

For onboarding we require +447912345678.

Regards,
Alice",+447912345678,36,49,PHONE,0.5
"Dear Customer,

Below is the item you requested: drago.smith@bank.co.uk

Sincerely,
Support",drago.smith@bank.co.uk,49,71,EMAIL,0.55
"Greetings,

Customer reported the following: test@example.com

Cheers,
Admin",test@example.com,45,61,EMAIL,0.45
"Greetings,

Below is the item you requested: +447912345678

Cheers,
Admin",+447912345678,45,58,PHONE,0.5
"Hi team,

Below is the item you requested: test@example.com

Regards,
Alice",test@example.com,43,59,EMAIL,0.45
"Greetings,

Let me know your thoughts. Your details are 0207-123-456.

Cheers,
Admin",0207-123-456,56,68,PHONE,0.48
"Dear Customer,

We logged the identifier 0207-123-456 for account review.

Sincerely,
Support",0207-123-456,41,53,PHONE,0.48
"Hi team,

+447912345678 was provided earlier as part of verification.

Regards,
Alice",+447912345678,10,23,PHONE,0.5
"Greetings,

Let me know your thoughts. Your details are 0207-123-456.

Cheers,
Admin",0207-123-456,56,68,PHONE,0.48
"Greetings,

Customer reported the following: 0207-123-456

Cheers,
Admin",0207-123-456,45,57,PHONE,0.48
"Greetings,

We logged the identifier test@example.com for account review.

Cheers,
Admin",test@example.com,37,53,EMAIL,0.45
"Greetings,

Please review the attached documents. Your details are test@example.com.

Cheers,
Admin",test@example.com,67,83,EMAIL,0.45
"Greetings,

Below is the item you requested: 0207-123-456

Cheers,
Admin",0207-123-456,45,57,PHONE,0.48
"Hi team,

Below is the item you requested: test@example.com

Regards,
Alice",test@example.com,43,59,EMAIL,0.45
"Hello,

Just a quick update: We logged the identifier +447912345678 for account review.

Thanks,
Ben",+447912345678,54,67,PHONE,0.5
"Hi team,

Customer reported the following: +447912345678

Regards,
Alice",+447912345678,43,56,PHONE,0.5
"Greetings,

For onboarding we require +447912345678.

Cheers,
Admin",+447912345678,38,51,PHONE,0.5
"Hi team,

For onboarding we require 0207-123-456.

Regards,
Alice",0207-123-456,36,48,PHONE,0.48
"Hi team,

We logged the identifier drago.smith@bank.co.uk for account review.

Regards,
Alice",drago.smith@bank.co.uk,35,57,EMAIL,0.55
"Dear Customer,

Please review the attached documents. Your details are +447912345678.

Sincerely,
Support",+447912345678,71,84,PHONE,0.5
"Greetings,

For onboarding we require drago.smith@bank.co.uk.

Cheers,
Admin",drago.smith@bank.co.uk,38,60,EMAIL,0.55
"Hi team,

Below is the item you requested: 0207-123-456

Regards,
Alice",0207-123-456,43,55,PHONE,0.48
"Hello,

Just a quick update: Customer reported the following: drago.smith@bank.co.uk

Thanks,
Ben",drago.smith@bank.co.uk,62,84,EMAIL,0.55
